CASE_NO,APPLICATION_TYPE,DECISION_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,BASIC_HOURS_PER_WEEK,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_STATE
"C-07255-06194","H-2A","09/27/07 16:10:00","Certified - Full","10/27/2007","5/30/2008","DAN MORI (LITTLE VALLEY LAND CO.","31587 THATSAMORI PLACE",,"BRUNEAU","ID","83604","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, LIVESTOCK",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-06275-03033","H-2A","01/29/07 15:19:00","Certified - Full","3/1/2007","5/31/2007","COOLEY BROTHERS INC.","2942 E. 650 N.","BOX 85","ROBERTS","ID","83444","DENISE COOLEY","WOOL-FLEECE GRADER",1.0000000000000000e+00,1.0000000000000000e+00,4.2000000000000000e+01,120.0000,"day","ID"
"C-06275-03032","H-2A","01/29/07 15:15:00","Certified - Full","3/1/2007","5/31/2007","COOLEY BROTHERS INC.","2942 E. 650 N.","BOX 85","ROBERTS","ID","83444","DENISE COOLEY","SHEEP SHEARER",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,208.7500,"day","ID"
"C-07214-06037","H-2A","08/29/07 09:38:00","Denied","9/16/2007","11/1/2007","JEFFREY & SHAWN (WALTERS & WALTERS, A J V)","P.O.BOX 156",,"NEWDALEL","ID","83436","SNAKE RIVER FARMERS ASSOCIATION","FIELD HAULER",1.0000000000000000e+01,,4.8000000000000000e+01,9.0000,"hr","ID"
"C-07186-05890","H-2A","08/02/07 14:31:00","Certified - Full","9/1/2007","11/15/2007","GARY SUMMERS (SUMMERCO)","27 NORTH 300 EAST",,"SUGAR CITY","ID","83448",,"FARM WORKER, GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07186-05890","H-2A","08/02/07 14:31:00","Certified - Full","9/1/2007","11/15/2007","DIRK PARKINSON (PARKINSON SEED FARM)","P.O.BOX 326",,"ST. ANTHONY","ID","83445",,"FARM WORKER, GENERAL I",2.0000000000000000e+01,2.0000000000000000e+01,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07214-06036","H-2A","08/29/07 08:47:00","Certified - Partial","9/16/2007","11/1/2007","JEFFREY & SHAWN (WALTERS & WALTERS, A J V)","P.O.BOX 156",,"NEWDALEL","ID","83436","SNAKE RIVER FARMERS ASSOCIATION","HARVEST WORKER, FIELD CROP",6.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07186-05890","H-2A","08/02/07 14:31:00","Certified - Full","9/1/2007","11/15/2007","ROLAND L. WALKER (WALKER FARMS)","P.O.BOX 129",,"MENAN","ID","83434",,"FARM WORKER, GENERAL I",2.0000000000000000e+01,2.0000000000000000e+01,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07192-05930","H-2A","08/02/07 14:26:00","Certified - Full","9/1/2007","11/1/2007","BLAINE LARSEN (BLAINE LARSEN FARMS, INC)","P.O.BOX 188",,"HAMER","ID","83425","SNAKE RIVER FARMERS ASSOCIATION","FARM WORKER, GENERAL I",9.8000000000000000e+01,9.8000000000000000e+01,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07186-05890","H-2A","08/02/07 14:31:00","Certified - Full","9/1/2007","11/15/2007","KIRK JACOBS","P.O.BOX 119",,"HAMER","ID","83425","SNAKE RIVER FARMERS ASSOCIATION","FARM WORKER, GENERAL I",6.3000000000000000e+01,6.3000000000000000e+01,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07186-05890","H-2A","08/02/07 14:31:00","Certified - Full","9/1/2007","11/15/2007","DOUG PARKINSON (PARKINSON FOUNDATION SEED FARM)","P.O.BOX 65",,"ELLIS","ID","83235",,"FARM WORKER, GENERAL I",5.0000000000000000e+00,5.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07018-04372","H-2A","02/12/07 14:17:00","Certified - Full","3/15/2007","10/30/2007","STEINMAN FARMS","1142 N.   3500 E.","BOX 359","ASHTON","ID","83420",,"FARMWORKER",7.0000000000000000e+00,7.0000000000000000e+00,4.0000000000000000e+01,8.4700,"hr","ID"
"C-07024-04487","H-2A","02/22/07 15:50:00","Certified - Full","3/15/2007","10/15/2007","JUSTIN  ROUNDS","13648 N 55 E",,"IDAHO FALLS","ID","83401","CANDICE ROUNDS","FARMWORKER, GENERAL I",1.0000000000000000e+00,1.0000000000000000e+00,5.4000000000000000e+01,8.4700,"hr","ID"
"C-06230-02861","H-2A","10/16/06 15:33:00","Certified - Full","11/15/2006","4/15/2007","BROWNING'S HONEY CO., INC","9019 N 5TH EAST",,"IDAHO FALLS","ID","83401","TINA ANDREW","BEE WORKER",1.2000000000000000e+01,1.2000000000000000e+01,4.0000000000000000e+01,8.4700,"hr","ID"
"C-07222-06072","H-2A","09/20/07 10:41:00","Certified - Full","10/20/2007","10/19/2008","OXARANGO LAMB & WOOL","1505 BAILEY CREEK",,"SODA SPRINGS","ID","83276",,"SHEEP HERDER",1.2000000000000000e+01,1.2000000000000000e+01,6.0000000000000000e+01,750.0000,"mth","ID"
"C-06353-03828","H-2A","01/19/07 09:27:00","Certified - Full","2/18/2007","12/15/2007","KAREN & RANDY ANDERSON (K N TURF)","P.O. BOX 568",,"KIMBERLY","ID","83341","SNAKE RIVER FARMERS ASSOCIATION","HORTICULTURAL WORKER II",1.5000000000000000e+01,1.5000000000000000e+01,4.8000000000000000e+01,8.4700,"hr","ID"
"C-07197-05973","H-2A","07/27/07 11:56:00","Certified - Full","8/15/2007","12/1/2007","GLADE SCHVANEVLDT","7909 WEST BLACK CANYON",,"WESTON","ID","83286","SNAKE RIVER FARMERS ASSOCIATION","FARM WORKER, GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07220-06063","H-2A","09/04/07 16:51:00","Certified - Full","9/27/2007","11/15/2007","MIKE CHAMBERS","705 TOPANCE CANYON RAOD",,"BANCROFT","ID","83217","JAMES ALCALA, ESQ","IRRIGATOR, SPRINKLING SYSTEM",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,8.7600,"hr","ID"
"C-07186-05888","H-2A","07/30/07 14:58:00","Denied","7/1/2007","12/31/2007","WILLIAMS LEON PERKINS","931 KELLY TOPNOCE RD",,"BANCROFT","ID","83217","KEVIN G. RICHARDS","IRRIGATOR, SPRINKLING SYSTEM",3.0000000000000000e+00,,4.0000000000000000e+01,7.5000,"hr","ID"
"C-06326-03466","H-2A","12/15/06 15:59:00","Certified - Full","1/10/2007","11/10/2007","WAYNE PERKINS RANCH","13825 NORTH 7TH ST. SUITE M",,"PHOENIX","AZ","85022","BILL KADARUSMAN","FARMWORKER GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.4700,"hr","ID"
"C-07141-05668","H-2A","06/14/07 16:03:00","Certified - Full","7/15/2007","11/30/2007","WISSEL BROTHERS CORPORATION","11085 LAKE LOWELL AVE",,"NAMPA","ID","83686",,"HARVEST WORKER, VEGETABLE",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07120-05548","H-2A","05/16/07 10:54:00","Certified - Full","6/15/2007","12/15/2007","SCOTT STEELE (STEELE FARMS INC.)","1810 EAST 49 NORTH",,"IDAHO FALLS","ID","83401","SNAKE RIVER FARMERS ACCOCIATION","IRRIGATOR, SPRINKLER SYSTEM",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05076","H-2A","04/05/07 12:08:00","Certified - Full","5/1/2007","11/1/2007","JIM BEARD (BEARD FARMS)","BOX 300",,"TETONIA","ID","83452","SNAKE RIVER FARMERS ASSOCIATION","IRRIGATOR, SPRINKLING SYSTEM",1.5000000000000000e+01,1.5000000000000000e+01,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05076","H-2A","04/05/07 12:08:00","Certified - Full","5/1/2007","11/1/2007","KEN DUNN (HD DUNN & SON ANGUS RANCH)","326 N 300 W",,"TETONIA","ID","83452",,"IRRIGATOR, SPRINKLING SYSTEM",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05076","H-2A","04/05/07 12:08:00","Certified - Full","5/1/2007","11/1/2007","JOSEPH OLER (OLER FARMS)","505 SUGAR AVE",,"SHELLEY","ID","83274",,"IRRIGATOR, SPRINKLING SYSTEM",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05076","H-2A","04/05/07 12:08:00","Certified - Full","5/1/2007","11/1/2007","CARL E JACKSON ( C E JACKSON FARMS, INC)","392 N 300 E",,"JEROME","ID","83338",,"IRRIGATOR, SPRINKLING SYSTEM",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05076","H-2A","04/05/07 12:08:00","Certified - Full","5/1/2007","11/1/2007","ADAM NEIBAUR (CRIPPLE CREEK FARMS)","409 EAST 97 SOUTH",,"IDAHO FALLS","ID","83404-7762",,"IRRIGATOR, SPRINKLING SYSTEM",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05076","H-2A","04/05/07 12:08:00","Certified - Full","5/1/2007","11/1/2007","GARY & CARL DIXON (GARY DIXON FARMS)","12017 N. RIVER RD",,"IDAHO FALLS","ID","83402",,"IRRIGATOR, SPRINKLING SYSTEM",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05076","H-2A","04/05/07 12:08:00","Certified - Full","5/1/2007","11/1/2007","D BRAD REED (D BRAD REED, INC)","2050 W 81 N",,"IDAHO FALLS","ID","83402",,"IRRIGATOR, SPRINKLING SYSTEM",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05072","H-2A","04/03/07 16:53:00","Certified - Full","5/1/2007","11/15/2007","KERRY BOWEN (LAW KERR FARMS)","756 HWY. 81",,"BURLEY","ID","83318","SNAKE RIVER FARMERS ASSOCIATION","IRRIGATOR, SPRINKLING SYSTEM",7.0000000000000000e+00,7.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05072","H-2A","04/03/07 16:53:00","Certified - Full","5/1/2007","11/15/2007","SCOTT STECKLEIN (STECKLEIN FARMS)","757 WEST RIVERTON RD",,"BLACKFOOT","ID","83221",,"IRRIGATOR, SPRINKLING SYSTEM",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07085-05304","H-2A","04/24/07 10:37:00","Certified - Full","5/15/2007","3/1/2008","R&L GREENCHOP, INC.","3874 N. 1300 E.",,"BUHL","ID","83316","ELAINE FLAMING","FARMWORKER, GRAIN I",1.3000000000000000e+01,1.3000000000000000e+01,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07089-05340","H-2A","04/13/07 10:42:00","Certified - Full","5/15/2007","11/1/2007","STEVE WORTHEN FARMS","2498 NORTH 2375 EAST",,"HAMER","ID","83425","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, GENERAL I",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07044-04790","H-2A","03/02/07 08:18:00","Certified - Full","4/1/2007","3/31/2008","FRANK LOOMIS","PO BOX 934",,"DONNELLY","ID","83615","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",4.0000000000000000e+00,4.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","ID"
"C-07036-04657","H-2A","03/02/07 14:41:00","Certified - Full","4/1/2007","12/1/2007","MIKE WHITMORE (TWIN PEAKS RANCH)","PO BOX 774",,"SALMON","ID","83467",,"IRRIGATOR, SPRINKLING SYSTEM",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07036-04657","H-2A","03/02/07 14:41:00","Certified - Full","4/1/2007","12/1/2007","FRANK ASTORQUIA (ASTORQUIA RANCH)","1654 EAST 1850 SOUTH",,"GOODING","ID","83330","SNAKE RIVER FARMERS ASSOCIATION","IRRIGATOR, SPRINKLING SYSTEM",5.0000000000000000e+00,5.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07036-04657","H-2A","03/02/07 14:41:00","Certified - Full","4/1/2007","12/1/2007","LEE SMALL (SMALL RANCHES)","23 SMALL RANCH LANE",,"DUBOIS","ID","83423",,"IRRIGATOR, SPRINKLING SYSTEM",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07033-04637","H-2A","03/02/07 14:17:00","Certified - Full","4/1/2007","1/1/2008","DAN GILBERT (DAN-DE HOLSTEINS)","114 NORTH 1600 WEST",,"BLACKFOOT","ID","83221","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, GENERAL I",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07061-05065","H-2A","03/30/07 15:14:00","Certified - Full","5/1/2007","11/30/2007","DIRK PARKINSON (PARKINSON SEED FARM)","PO BOX 326",,"ST. ANTHONY","ID","83445","SNAKE RIVER FARMERS ASSOCIATION","FARM WORKER, GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.7600,"hr","ID"
"C-07017-04291","H-2A","02/09/07 16:21:00","Certified - Full","3/10/2007","10/30/2007","KANDLER FARMS INC","3296 E. 1200 NORTH",,"ASHTON","ID","83420    ",,"FARMWORKER, VEGETABLE II",2.0000000000000000e+01,2.0000000000000000e+01,4.0000000000000000e+01,8.4700,"hr","ID"
"C-06353-03827","H-2A","01/12/07 15:14:00","Certified - Full","2/15/2007","11/15/2007","JAMES D WOLFE (WOLFE BROTHERS INC)","PO BOX 398",,"GRAND VIEW","ID","83624","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, GENERAL I",1.8000000000000000e+01,1.8000000000000000e+01,4.8000000000000000e+01,8.4700,"hr","ID"
"C-07003-03977","H-2A","01/30/07 11:30:00","Certified - Full","3/1/2007","1/1/2008","DAVID SLIMAN (SLIMAN LAND & LIVESTOCK)","1642 B ST HW 46",,"GOODING","ID","83330","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, GENERAL I",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","ID"
"C-07003-03989","H-2A","01/30/07 11:34:00","Certified - Full","3/1/2007","11/1/2007","RICHARD KELLEY (KELLEY ORCHARD/GARDEN CENTER)","1903 RIVER ROAD #C",,"FILER","ID","83328",,"FARMWORKER, GENERAL I",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","ID"
"C-07003-03989","H-2A","01/30/07 11:34:00","Certified - Full","3/1/2007","11/1/2007","SHAWN GOULD (GLENN DALE RANCHES, INC)","1848 EAST 4300 NORTH",,"BUHL","ID","83316","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, GENERAL I",8.0000000000000000e+00,8.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","ID"
"C-07003-03989","H-2A","01/30/07 11:34:00","Certified - Full","3/1/2007","11/1/2007","ROGER STUTZMAN (ROGER STUTZMAN FARMS INC.)","1902 E 4100 N",,"BUHL","ID","83316",,"FARMWORKER, GENERAL I",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","ID"
"C-07003-03989","H-2A","01/30/07 11:34:00","Certified - Full","3/1/2007","11/1/2007","GLENN DALE RANCHES, INC. -SHAWN GOULD","1848 E 4300 N",,"BUHL","ID","83316",,"FARMWORKER, GENERAL I",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","ID"
"C-06326-03460","H-2A","01/04/07 16:05:00","Certified - Full","2/3/2007","11/1/2007","VOLCANIC FARMS","4811 MONTOUR ROAD",,"EMMETT","ID","83617","DAVID DONALDSON (USAMEX LTD CO.)","FARMWORKER, DIVERSIFIED CROPS II",1.5000000000000000e+01,1.5000000000000000e+01,4.0000000000000000e+01,8.4700,"hr","ID"
"C-06333-03542","H-2A","12/15/06 16:06:00","Certified - Full","1/15/2007","10/15/2007","PICABO LIVESTOCK COMPANY (NICK PURDY)","PO BOX  688",,"PICABO","ID","83348","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, GENERAL I",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","ID"
"C-06333-03543","H-2A","12/15/06 16:03:00","Certified - Full","1/13/2007","10/15/2007","CARL LUFKIN (LITTLE EIGHT MILE RANCH)","29 TYLER LANE",,"LEADORE","ID","83464","SNAKE RIVER FARMERS ASSOCIATION","FARMWORKER, GENERAL I",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","ID"
"C-07057-04992","H-2A","07/03/07 14:16:00","Certified - Full","8/3/2007","12/15/2007","HATCREEK TOBACCO COMPANY","R.R.  5   BOX 282",,"FAIRFIELD","IL","62837","ALFREDO GOMEZ","FARMWORKER, FIELD CROP II",1.0000000000000000e+01,1.0000000000000000e+01,3.6000000000000000e+01,9.8800,"hr","IL"
"C-07057-04990","H-2A","07/03/07 14:19:00","Certified - Full","8/3/2007","12/15/2007","JAMES MCKINNEY","314 IL HWY  14",,"ENFIELD","IL","62835",,"FARM LABOR",5.0000000000000000e+00,5.0000000000000000e+00,3.6000000000000000e+01,9.8800,"hr","IL"
"C-07057-04990","H-2A","07/03/07 14:19:00","Certified - Full","8/3/2007","12/15/2007","BRUCE FECHTIG","707 CR 2150 N",,"BURNT PRAIRIE","IL","62820","ALFREDO GOMEZ","FARM LABOR",8.0000000000000000e+00,8.0000000000000000e+00,3.6000000000000000e+01,9.8800,"hr","IL"
"C-07052-04921","H-2A","07/03/07 14:13:00","Certified - Full","8/3/2007","12/15/2007","CHESTIN TOBACCO FARMS","1128 COUNTY RD 2150 N",,"CARMI","IL","62821","ALFREDO GOMEZ","FARMWORKER, FIELD CROP II",2.0000000000000000e+01,2.0000000000000000e+01,3.6000000000000000e+01,9.8800,"hr","IL"
"C-07052-04921","H-2A","07/03/07 14:13:00","Certified - Full","8/3/2007","12/15/2007","MARTIN BARBRE","1128 CO. RD  2150 N",,"CARMI","IL","62821",,"FARMWORKER, FIELD CROP II",1.0000000000000000e+01,1.0000000000000000e+01,3.6000000000000000e+01,9.8800,"hr","IL"
"C-07052-04921","H-2A","07/03/07 14:13:00","Certified - Full","8/3/2007","12/15/2007","FARRELL MATTHEWS","1128 CO. RD  2150 N",,"CARMI","IL","62821",,"FARMWORKER, FIELD CROP II",1.0000000000000000e+01,1.0000000000000000e+01,3.6000000000000000e+01,9.8800,"hr","IL"
"C-07199-05983","H-2A","09/21/07 14:08:00","Certified - Partial","10/20/2007","6/15/2008","BLUFF VIEW FARMS","8490 FOREST BLVD.,",,"CASEYVILLE","IL","62232","RAY WILCOXSON","FARMWORKER, VEGETABLE II",2.0000000000000000e+01,1.8000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IL"
"C-07149-05711","H-2A","06/20/07 11:28:00","Certified - Full","7/16/2007","8/10/2007","LONE WOLF MANAGEMENT, INC.","22978 ILLINOIS HIGHWAY 82",,"GENESEO","IL","61254","AGWORKS,  INC.","FARMWORKER, GENERAL II",7.0000000000000000e+01,7.0000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IL"
"C-07012-04250","H-2A","02/23/07 10:53:00","Certified - Full","3/25/2007","12/31/2007","HAAG FARMS, INC.","22134 N. 3200 E RD.",,"EMINGTON","IL","60934","AG-EMPLOYMENT RESOURCES - SPENCER GARTIN","FARMWORKER, LIVESTOCK",8.0000000000000000e+00,8.0000000000000000e+00,4.8000000000000000e+01,9.8800,"hr","IL"
"C-07157-05752","H-2A","06/15/07 10:29:00","Certified - Full","6/15/2007","11/7/2007","TOM'S FARM MARKET & GREENHOUSES, INC","10214 ALGONQUIN ROAD",,"HUNTLEY","IL","60142","USAMEX LTD CO. - DAVID DONALDSON","FARMWORKER, VEGETABLE II",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,9.8800,"hr","IL"
"C-07134-05617","H-2A","06/07/07 15:49:00","Certified - Full","7/7/2007","12/20/2007","DOUGLAS E WINTER","2302 COUNTY ROAD 800 E",,"MILL SHOALS","IL","62862","RAY WILCOXSON, INC","FARMWORKER, FIELD CROP I",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,9.8800,"hr","IL"
"C-07068-05143","H-2A","04/02/07 15:15:00","Certified - Full","5/1/2007","2/29/2008","PAT SCATES AND SONS","135 GALT AVENUE","PO BOX 697","SHAWNEETOWN","IL","62984","RAY WILCOXSON","FARMWORKER, DIVERSIFIED CROPS II",5.0000000000000000e+01,5.0000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IL"
"C-07047-04863","H-2A","03/05/07 14:23:00","Certified - Full","3/31/2007","11/1/2007","FREY PRODUCE","RT. 1 BOX 89",,"KEENES","IL","62851","CRAIG S. EURY, JR., PRESIDENT","FARMWORKER, VEGETABLE II",3.7000000000000000e+01,3.7000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IL"
"C-07051-04897","H-2A","03/09/07 11:40:00","Certified - Full","4/8/2007","11/7/2007","TOM'S FARM MARKET & GREENHOUSES, INC","10214 ALGONQUIN ROAD",,"HUNTLEY","IL","60142","USAMEX LTD CO. - DAVID DONALDSON","FARMWORKER, VEGETABLE II",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,9.8800,"hr","IL"
"C-07046-04839","H-2A","03/13/07 15:49:00","Certified - Full","4/12/2007","12/31/2007","MEYER FARM","535 BISCHOFF RD.",,"GRANITE CITY","IL","62040",,"FARMWORKER, VEGETABLE I",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,9.8800,"hr","IL"
"C-06311-03275","H-2A","12/07/06 12:09:00","Certified - Full","12/30/2006","10/30/2007","CHOP RIDGE","2454 N 00 E RD.",,"ASHKUM","IL","60911","AG-EMPLOYMENT RESOURCES","FARMWORKER, GENERAL I",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,9.2100,"hr","IL"
"C-07048-04873","H-2A","06/25/07 15:17:00","Certified - Partial","6/30/2007","11/30/2007","GARCIA CONTRACTING","400 N EARL AVE",,"LAFAYETTE","IN","47904",,"FARMWORKER GRAIN II",3.0000000000000000e+01,2.5000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IN"
"C-07236-06122","H-2A","09/13/07 16:57:00","Certified - Full","10/8/2007","8/7/2008","ZIMMERMAN FARMS","6508 BULL CREEK RD",,"CHARLESTOWN","IN","47111","DAVID D. HOOKS","HORTICULTURAL WORKER II",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,9.8800,"hr","IN"
"C-07236-06123","H-2A","09/13/07 16:59:00","Certified - Full","10/8/2007","8/7/2008","CLARK NICKLES","1501 TUNNEL MILL RD",,"CHARLESTOWN","IN","47111","DAVID D. HOOKS","FARMWORKER, FIELD CROP II",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,9.8800,"hr","IN"
"C-06332-03514","H-2A","01/25/07 09:36:00","Certified - Full","2/15/2007","12/15/2007","WALKER PLACE","3609 N. VERMILION ST, SUITE C",,"DANVILLE","IL","61832","JEF INTERNATIONAL, INC. - DENNIS R. SUTTON","FARMWORKER, GRAIN I",1.4000000000000000e+01,1.4000000000000000e+01,4.8000000000000000e+01,9.2100,"hr","IN"
"C-07129-05600","H-2A","06/13/07 10:08:00","Certified - Full","7/12/2007","12/20/2007","DAVID PIKE","1899 HWY 56",,"VEVAY","IN","47043","DONNA GRAVES, AGRICULTURE WORKFORCE MANAGEMENT","FARMWORKER FIELD CROP I",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,9.8800,"hr","IN"
"C-07122-05569","H-2A","05/17/07 14:42:00","Certified - Full","6/16/2007","11/1/2007","FREY PRODUCE","RT. 1 BOX 89",,"KEENES","IL","62851","CRAIG S. EURY, JR., PRESIDENT","FARMWORKER, VEGETABLE II",6.6000000000000000e+01,6.6000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IN"
"C-07131-05606","H-2A","05/29/07 14:40:00","Certified - Full","6/24/2007","11/1/2007","FREY PRODUCE","RT. 1 BOX 89",,"KEENES","IL","62851","CRAIG S. EURY, JR., PRESIDENT","FARMWORKER, DIVERSIFIED CROP II",2.4000000000000000e+01,2.4000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IN"
"C-07131-05606","H-2A","05/29/07 14:40:00","Certified - Full","6/24/2007","11/1/2007","FREY BROTHERS","RR 1, BOX 9",,"KEENES","IL","62858",,"FARMWORKER, DIVERSIFIED CROP II",1.2000000000000000e+01,1.2000000000000000e+01,4.0000000000000000e+01,9.8800,"hr","IN"
"C-07026-04507","H-2A","02/23/07 16:17:00","Certified - Full","3/12/2007","11/1/2007","FREY PRODUCE","RT. 1 BOX 89",,"KEENES","IL","62851","CRAIG S. EURY, JR., PRESIDENT","FARMWORKER, VEGETABLE II",2.5000000000000000e+01,2.5000000000000000e+01,4.0000000000000000e+01,9.2100,"hr","IN"
"C-07066-05116","H-2A","03/22/07 10:23:00","Certified - Full","4/22/2007","12/31/2007","J&S HARVESTING","436 250TH RD.",,"HIGLAND","KS","66035","AG-EMPLOYMENT RESOURCES - SPENCER GARTIN","FARMWORKER, GRAIN I",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,9.5500,"hr","KS"
"C-07016-04281","H-2A","01/29/07 08:23:00","Certified - Full","3/1/2007","12/31/2007","PEDDICORD HARVESTING","17425 PHEASANT RUN",,"WAMEGO","KS","66547","AG-EMPLOYMENT RESOURCES - SPENCER GARTIN","FARMWORKER, GRAIN I",1.2000000000000000e+01,1.2000000000000000e+01,4.8000000000000000e+01,9.2300,"hr","KS"
"C-07067-05121","H-2A","04/12/07 10:36:00","Certified - Full","5/15/2007","10/1/2007","TRIPLE R HARVESTING","SECONDARY HIGHWAY 872  TOWNSHIP ROAD 394","PO:BOX 39","BROWNFIELD","AB","T0C0R0","ADAM RICHARDSON","FARM MACHINE OPERATOR",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,9.5500,"hr","KS"
"C-07017-04315","H-2A","03/02/07 14:00:00","Certified - Full","4/1/2007","12/15/2007","STOLZENBURG HARVESTING","2726 WAGON ROAD",,"CLYDE","KS","66938","ELAINE FLAMING, AGRI PLACEMENTS INT. INC","FARMWORKER, GRAIN I",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,9.5500,"hr","KS"
